Bus,,,,,,,,,,,,,,,,,,,,,,,
Number,Name,SubNumber,AreaName,NomkV,BusCat,Vpu,kV,Vangle,LoadMW,SubIDExtra,LoadMvar,GenMW,GenMvar,ShuntMvar,ActG,ActB,AreaNumber,ZoneNumber,City,County,State,SubLatitude,SubLongitude
121082,Michelangelo Wind 1 LLC 1,1097,IA,69,PQ,1.01499,70.034,-1.26,,1097,,,,10.83,0,0,2,1,Booneville,Prentiss County,Mississippi,41.88,-93.62
121083,Michelangelo Wind 1 LLC 2,1097,IA,13.8,PQ,1.01332,13.984,-1.12,,1097,,2.4,-1.8,,0,0,2,1,Booneville,Logan County,Arkansas,41.88,-93.62
121084,Michelangelo Wind 4 LLC 1,1098,IA,69,PQ,1.01948,70.344,2.35,,1098,,,,,0,0,2,1,Booneville,Prentiss County,Mississippi,41.98,-93.7
121085,Michelangelo Wind 4 LLC 2,1098,IA,22,PV,1.02,22.44,2.47,,1098,,1.8,0.37,,0,0,2,1,Booneville,Logan County,Arkansas,41.98,-93.7
121086,Wapsie Valley Creamery Back Up Generator 1,1099,IA,69,PQ,1.00793,69.547,-24.12,,1099,,,,,0,0,2,1,Booneville,Prentiss County,Mississippi,42.48,-91.89
121087,Wapsie Valley Creamery Back Up Generator 2,1099,IA,13.8,PQ (Gens at Var Limit),1.00884,13.922,-24.1,,1099,,0.52,0.98,,0,0,2,1,Booneville,Logan County,Arkansas,42.48,-91.89
121088,Adams Wind 1,1100,IA,345,PQ,1.03556,357.27,24.39,,1100,,,,,0,0,2,1,Booneville,Prentiss County,Mississippi,40.92,-94.67
121089,Adams Wind 2,1100,IA,161,PQ,1.03154,166.078,24.18,,1100,,,,,0,0,2,1,Booneville,Prentiss County,Mississippi,40.92,-94.67
121090,Adams Wind 3,1100,IA,69,PQ,1.03144,71.169,20.49,,1100,,,,,0,0,2,1,Boonville,Warrick County,Indiana,40.92,-94.67
121091,Adams Wind 4,1100,IA,13.8,PQ (Gens at Var Limit),1.02481,14.142,25.01,,1100,,28.8,-28.8,,0,0,2,1,Boonville,Warrick County,Indiana,40.92,-94.67
121092,Adams Wind 5,1100,IA,13.8,PQ (Gens at Var Limit),1.02332,14.122,25.09,,1100,,34.8,-34.8,,0,0,2,1,Boonville,Warrick County,Indiana,40.92,-94.67
121093,Adams Wind 6,1100,IA,13.8,PV,1.02,14.076,26.15,,1100,,28.98,-9.93,,0,0,2,1,Boonville,Cooper County,Missouri,40.92,-94.67
121094,Kirkwood Wind Turbine 1,1101,IA,69,PQ,1.01878,70.296,-18.52,,1101,,,,,0,0,2,1,Boonville,Warrick County,Indiana,41.92,-91.65
121095,Kirkwood Wind Turbine 2,1101,IA,13.8,PV,1.02,14.076,-18.45,,1101,,1.5,1.3,,0,0,2,1,Boonville,Warrick County,Indiana,41.92,-91.65
121096,O'Brien Wind 1,1102,IA,69,PQ,1.02291,70.581,35.76,,1102,,,,,0,0,2,1,Boonville,Warrick County,Indiana,43.2,-95.62
121097,O'Brien Wind 2,1102,IA,22,PV,1.02,22.44,36.59,,1102,,37.14,-8.88,,0,0,2,1,Boonville,Warrick County,Indiana,43.2,-95.62
121098,O'Brien Wind 3,1102,IA,18,PV,1.02,18.36,37.72,,1102,,65.22,-7.75,,0,0,2,1,Boonville,Cooper County,Missouri,43.2,-95.62
121099,O'Brien Wind 4,1102,IA,13.8,PV,1.02,14.076,36.78,,1102,,47.82,-9.54,,0,0,2,1,Boothville-Venice,Plaquemines Parish,Louisiana,43.2,-95.62
121100,Ida Grove Wind 1,1103,IA,345,PQ,1.02401,353.285,28.18,,1103,,,,,0,0,2,1,Boothville-Venice,Plaquemines Parish,Louisiana,42.36,-95.42
121101,Ida Grove Wind 2,1103,IA,161,PQ,1.02245,164.614,28.63,,1103,,,,,0,0,2,1,Borger,Hutchinson County,Texas,42.36,-95.42
121102,Ida Grove Wind 3,1103,IA,69,PQ,1.01461,70.008,29.98,,1103,,,,,0,0,2,1,Borger,Hutchinson County,Texas,42.36,-95.42
121103,Ida Grove Wind 4,1103,IA,13.8,PV,1.02,14.076,29.37,,1103,,48.88,-9.64,,0,0,2,1,Borger,Hutchinson County,Texas,42.36,-95.42
121104,Ida Grove Wind 5,1103,IA,13.8,PV,1.02,14.076,28.92,,1103,,71.76,-22.41,,0,0,2,1,Borger,Hutchinson County,Texas,42.36,-95.42
121105,Ida Grove Wind 6,1103,IA,13.8,PV,1.02,14.076,29.1,,1103,,55.68,-14.17,,0,0,2,1,Borger,Hutchinson County,Texas,42.36,-95.42
121106,Ida Grove Wind 7,1103,IA,13.8,PV,1.02,14.076,28.48,,1103,,16.56,-12.54,,0,0,2,1,Borger,Hutchinson County,Texas,42.36,-95.42
121107,Wind GEM 1,1104,IA,69,PQ,1.02239,70.545,19.53,,1104,,,,,0,0,2,1,Borger,Hutchinson County,Texas,41.47,-94.34
121108,Wind GEM 2,1104,IA,13.8,PQ (Gens at Var Limit),1.02135,14.095,19.6,,1104,,1.14,-1.14,,0,0,2,1,Boscobel,Grant County,Wisconsin,41.47,-94.34
121109,Prairie Wind Farm 1,1105,IA,345,PQ,1.02592,353.942,7.94,,1105,,,,,0,0,2,1,Bossier City,Bossier Parish,Louisiana,41.44,-92.7
121110,Prairie Wind Farm 2,1105,IA,161,PQ,1.02608,165.199,6.69,,1105,,,,,0,0,2,1,Bossier City,Bossier Parish,Louisiana,41.44,-92.7
121111,Prairie Wind Farm 3,1105,IA,69,PQ,1.0275,70.897,3.15,,1105,,,,,0,0,2,1,Bossier City,Bossier Parish,Louisiana,41.44,-92.7
121112,Prairie Wind Farm 4,1105,IA,13.8,PV,1.02,14.076,9.23,,1105,,100.8,-26.74,,0,0,2,1,Bossier City,Bossier Parish,Louisiana,41.44,-92.7
121113,Eastern Iowa Solar 1,1106,IA,69,PQ,1.0182,70.256,-27.52,,1106,,,,,0,0,2,1,Bossier City,Bossier Parish,Louisiana,41.6,-91.04
121114,Eastern Iowa Solar 2,1106,IA,18,PQ,1.0182,18.328,-27.52,,1106,,0,0,,0,0,2,1,Bossier City,Bossier Parish,Louisiana,41.6,-91.04
121115,Green Energy Machine 1,1107,IA,69,PQ,1.02359,70.628,27.31,,1107,,,,,0,0,2,1,Bossier City,Bossier Parish,Louisiana,41.37,-94.75
121116,Green Energy Machine 2,1107,IA,13.8,PQ (Gens at Var Limit),1.02253,14.111,27.4,,1107,,1.36,-1.02,,0,0,2,1,Boswell,Choctaw County,Oklahoma,41.37,-94.75
121117,West Dubuque Solar 1,1108,IA,69,PQ,1.01134,69.783,-45.8,,1108,,,,,0,0,2,1,Boswell,Benton County,Indiana,42.49,-90.79
121118,West Dubuque Solar 2,1108,IA,13.2,PQ,1.01134,13.35,-45.8,,1108,,0,0,,0,0,2,1,Boswell,Choctaw County,Oklahoma,42.49,-90.79
121119,Strawberry Point DPC Solar 1,1109,IA,69,PQ,0.9985,68.896,-27.43,,1109,,,,,0,0,2,1,Boswell,Choctaw County,Oklahoma,42.68,-91.55
121120,Strawberry Point DPC Solar 2,1109,IA,18,PQ,0.9985,17.973,-27.43,,1109,,0,0,,0,0,2,1,Botkinburg,Van Buren County,Arkansas,42.68,-91.55
121121,Saratoga Wind Farm 1,1110,IA,161,PQ,1.01978,164.185,-11.54,,1110,,,,,0,0,2,1,Boulder Junction,Vilas County,Wisconsin,43.45,-92.28
121122,Saratoga Wind Farm 2,1110,IA,115,PQ,1.02059,117.368,-13.83,,1110,,,,,0,0,2,1,Bourbon,Douglas County,Illinois,43.45,-92.28
121123,Saratoga Wind Farm 3,1110,IA,69,PQ,1.02319,70.6,-15.88,,1110,,,,,0,0,2,1,Bourbon,Marshall County,Indiana,43.45,-92.28
121124,Saratoga Wind Farm 4,1110,IA,18,PV,1.02,18.36,-9.32,,1110,,39.6,-0.12,,0,0,2,1,Bourbon,Marshall County,Indiana,43.45,-92.28
121125,Orient Wind Farm 1,1111,IA,345,PQ,1.03269,356.278,22.3,,1111,,,,,0,0,2,1,Bourbon,Douglas County,Illinois,41.2,-94.42
121126,Orient Wind Farm 2,1111,IA,161,PQ,1.0309,165.975,21.87,,1111,,,,,0,0,2,1,Bourbon,Marshall County,Indiana,41.2,-94.42
121127,Orient Wind Farm 3,1111,IA,69,PQ,1.02271,70.567,21.18,,1111,,,,,0,0,2,1,Bourbon,Douglas County,Illinois,41.2,-94.42
121128,Orient Wind Farm 4,1111,IA,13.2,PV,1.02,13.464,23.29,,1111,,61.2,-44.24,,0,0,2,1,Bourbonnais,Kankakee County,Illinois,41.2,-94.42
121129,Orient Wind Farm 5,1111,IA,18,PV,1.02,18.36,24.03,,1111,,239.28,-99.18,,0,0,2,1,Bourbonnais,Kankakee County,Illinois,41.2,-94.42
121130,Beaver Creek Wind 1,1112,IA,345,PQ,1.0218,352.519,16.82,,1112,,,,,0,0,2,1,Bourbonnais,Kankakee County,Illinois,42.11,-94.17
121131,Beaver Creek Wind 2,1112,IA,161,PQ,1.02326,164.744,14.82,,1112,,,,,0,0,2,1,Bourbonnais,Kankakee County,Illinois,42.11,-94.17
121132,Beaver Creek Wind 3,1112,IA,69,PQ,1.01813,70.251,16.3,,1112,,,,,0,0,2,1,Bourbonnais,Kankakee County,Illinois,42.11,-94.17
121133,Beaver Creek Wind 4,1112,IA,13.2,PV,1.02,13.464,18.78,,1112,,102,-5.14,,0,0,2,1,Bourbonnais,Kankakee County,Illinois,42.11,-94.17
121134,Beaver Creek Wind 5,1112,IA,13.8,PV,1.02,14.076,18.24,,1112,,102,-8.01,,0,0,2,1,Bourbonnais,Kankakee County,Illinois,42.11,-94.17
121135,Upland Prairie 1,1113,IA,345,PQ,1.02177,352.511,31.23,,1113,,,,,0,0,2,1,Bourbonnais,Kankakee County,Illinois,43.21,-95.35
121136,Upland Prairie 2,1113,IA,161,PQ,1.02315,164.727,29.69,,1113,,,,,0,0,2,1,Bourbonnais,Kankakee County,Illinois,43.21,-95.35
121137,Upland Prairie 3,1113,IA,69,PQ,1.01713,70.182,31.13,,1113,,,,,0,0,2,1,Boutte,St. Charles Parish,Louisiana,43.21,-95.35
121138,Upland Prairie 4,1113,IA,13.8,PV,1.02,14.076,33.97,,1113,,179.58,-5,,0,0,2,1,Bovey,Itasca County,Minnesota,43.21,-95.35
121139,English Farms 1,1114,IA,69,PQ,1.02848,70.965,7.69,,1114,,,,,0,0,2,1,Bowdle,Edmunds County,South Dakota,41.57,-92.41
121140,English Farms 2,1114,IA,13.8,PV,1.02,14.076,10.78,,1114,,102.9,-17.69,,0,0,2,1,Bowlegs,Seminole County,Oklahoma,41.57,-92.41
121141,Heartland Divide Wind Project  LLC 1,1115,IA,69,PQ,1.02483,70.713,28.19,,1115,,,,,0,0,2,1,Bowling Green,Pike County,Missouri,41.71,-94.8
121142,Heartland Divide Wind Project  LLC 2,1115,IA,13.8,PV,1.02,14.076,30.8,,1115,,62.1,-7.56,,0,0,2,1,Bowling Green,Pike County,Missouri,41.71,-94.8
121143,Turtle Creek Wind Farm LLC 1,1116,IA,345,PQ,1.01739,350.998,-2.9,,1116,,,,0,0,0,2,1,Bowling Green,Pike County,Missouri,43.43,-92.84
121144,Turtle Creek Wind Farm LLC 2,1116,IA,161,PQ,1.02104,164.387,-5.28,,1116,,,,,0,0,2,1,Bowling Green,Clay County,Indiana,43.43,-92.84
121145,Turtle Creek Wind Farm LLC 3,1116,IA,115,PQ,1.02118,117.436,-7.8,,1116,,,,,0,0,2,1,Bowling Green,Pike County,Missouri,43.43,-92.84
121146,Turtle Creek Wind Farm LLC 4,1116,IA,69,PQ,1.01304,69.9,-7.28,,1116,,,,,0,0,2,1,Bowling Green,Pike County,Missouri,43.43,-92.84
121147,Turtle Creek Wind Farm LLC 5,1116,IA,13.8,PV,1.02,14.076,-0.99,,1116,,120.06,9.53,,0,0,2,1,Bowling Green,Owen County,Indiana,43.43,-92.84
121148,August Wind Farm 1,1117,IA,69,PQ,1.01468,70.013,11.05,,1117,,,,,0,0,2,1,Bowling Green,Pike County,Missouri,40.77,-94.48
121149,August Wind Farm 2,1117,IA,13.8,PQ (Gens at Var Limit),1.01698,14.034,11.12,,1117,,1.08,1.8,,0,0,2,1,Bowling Green,Pike County,Missouri,40.77,-94.48
121150,Amana Society Service Company 1,1118,IA,69,PQ,1.01946,70.343,-16.35,,1118,,,,0,0,0,2,1,Bowling Green,Pike County,Missouri,41.79,-91.89
121151,Amana Society Service Company 2,1118,IA,13.8,PV,1.02,14.076,-16.31,,1118,,0.39,0.29,,0,0,2,1,Bowling Green,Pike County,Missouri,41.79,-91.89
121152,Amana Society Service Company 3,1118,IA,18,PV,1.02,18.36,-16.29,,1118,,1.22,0.54,,0,0,2,1,Box Elder,Pennington County,South Dakota,41.79,-91.89
121153,Amana Society Service Company 4,1118,IA,13.8,PV,1.02,14.076,-16.28,,1118,,1.28,0.5,,0,0,2,1,Boxholm,Boone County,Iowa,41.79,-91.89
121154,Amana Society Service Company 5,1118,IA,13.8,PV,1.02,14.076,-16.26,,1118,,1.32,0.41,,0,0,2,1,Boyce,Rapides Parish,Louisiana,41.79,-91.89
121155,Amana Society Service Company 6,1118,IA,24,PV,1.02,24.48,-16.32,,1118,,0.46,0.39,,0,0,2,1,Boyce,Rapides Parish,Louisiana,41.79,-91.89
121156,Amana Society Service Company 7,1118,IA,13.8,PV,1.02,14.076,-16.33,,1118,,0.49,0.79,,0,0,2,1,Boyceville,Dunn County,Wisconsin,41.79,-91.89
121157,Amana Society Service Company 8,1118,IA,13.8,PV,1.02,14.076,-16.32,,1118,,0.76,0.71,,0,0,2,1,Boyceville,Dunn County,Wisconsin,41.79,-91.89
121158,Amana Society Service Company 9,1118,IA,13.8,PV,1.02,14.076,-16.32,,1118,,0.44,0.48,,0,0,2,1,Boyd,Jefferson County,Illinois,41.79,-91.89
121159,Ivester Wind Farm 1,1119,IA,69,PQ,1.01974,70.362,1.07,,1119,,,,,0,0,2,1,Boyd,Rush County,Indiana,42.33,-92.95
121160,Ivester Wind Farm 2,1119,IA,22,PV,1.02,22.44,2.04,,1119,,54.48,-2.35,,0,0,2,1,Boyle,Bolivar County,Mississippi,42.33,-92.95
121161,Glaciers Edge Wind Project 1,1120,IA,345,PQ,1.01663,350.737,30.68,,1120,,,,-227.38,0,0,2,1,Boyle,Bolivar County,Mississippi,42.86,-95.77
121162,Glaciers Edge Wind Project 2,1120,IA,161,PQ,1.02071,164.334,29.88,,1120,,,,,0,0,2,1,Boyne City,Charlevoix County,Michigan,42.86,-95.77
121163,Glaciers Edge Wind Project 3,1120,IA,69,PQ,1.01577,70.088,27.01,,1120,,,,,0,0,2,1,Boyne Falls,Charlevoix County,Michigan,42.86,-95.77
121164,Glaciers Edge Wind Project 4,1120,IA,24,PV,1.02,24.48,32.27,,1120,,127.02,14.91,,0,0,2,1,Boynton,Tazewell County,Illinois,42.86,-95.77
121165,Roseman 1,1121,IA,69,PQ,1.02495,70.721,27.08,,1121,,,,,0,0,2,1,Boynton,Tazewell County,Illinois,41.37,-94.75
121166,Roseman 2,1121,IA,13.8,PQ (Gens at Var Limit),1.0237,14.127,27.16,,1121,,1.08,-1.08,,0,0,2,1,Boynton,Tazewell County,Illinois,41.37,-94.75
121167,Arbor Hill Wind Farm 1,1122,IA,345,PQ,1.02848,354.826,23.64,,1122,,,,,0,0,2,1,Boynton,Tazewell County,Illinois,41.4,-94.26
121168,Arbor Hill Wind Farm 2,1122,IA,161,PQ,1.02738,165.408,19.89,,1122,,,,,0,0,2,1,Boynton,Sullivan County,Missouri,41.4,-94.26
121169,Arbor Hill Wind Farm 3,1122,IA,69,PQ,1.03059,71.111,18.3,,1122,,,,,0,0,2,1,Braceville,Grundy County,Illinois,41.4,-94.26
121170,Arbor Hill Wind Farm 4,1122,IA,18,PV,1.02,18.36,25.3,,1122,,150,-42.79,,0,0,2,1,Bradford,Franklin County,Iowa,41.4,-94.26
121171,North English 1,1123,IA,345,PQ,1.02404,353.292,7.8,,1123,,,,,0,0,2,1,Bradford,White County,Arkansas,41.64,-92.5
121172,North English 2,1123,IA,161,PQ,1.02451,164.947,6.12,,1123,,,,,0,0,2,1,Bradford,Franklin County,Iowa,41.64,-92.5
121173,North English 3,1123,IA,69,PQ,1.02309,70.593,3.81,,1123,,,,,0,0,2,1,Bradford,Franklin County,Iowa,41.64,-92.5
121174,North English 4,1123,IA,18,PV,1.02,18.36,8.85,,1123,,84,-18.78,,0,0,2,1,Bradford,Franklin County,Iowa,41.64,-92.5
121175,North English 5,1123,IA,18,PV,1.02,18.36,9.66,,1123,,120,-15.26,,0,0,2,1,Bradford,Franklin County,Iowa,41.64,-92.5
121176,Birch 1,1124,IA,69,PQ,1.01509,70.041,11.19,,1124,,,,9.68,0,0,2,1,Bradley,Lafayette County,Arkansas,40.77,-94.47
121177,Birch 2,1124,IA,13.8,PQ (Gens at Var Limit),1.0178,14.046,11.28,,1124,,1.08,1.8,,0,0,2,1,Bradley,Kankakee County,Illinois,40.77,-94.47
121178,Cedar Falls Solar Farm 1,1125,IA,69,PQ,1.00945,69.652,-15.31,,1125,,,,,0,0,2,1,Bradley,Lincoln County,Wisconsin,42.48,-92.46
121179,Cedar Falls Solar Farm 2,1125,IA,20,PQ,1.00945,20.189,-15.31,,1125,,0,0,,0,0,2,1,Bradley,Lincoln County,Wisconsin,42.48,-92.46
121180,Farmers Electric Cooperative - Kalona 1,1126,IA,69,PQ,1.01597,70.102,-28.37,,1126,,,,0,0,0,2,1,Bradley,Lafayette County,Arkansas,41.57,-91.74
121181,Farmers Electric Cooperative - Kalona 2,1126,IA,22,PQ (Gens at Var Limit),1.01896,22.417,-28.27,,1126,,1.51,2.18,,0,0,2,1,Bradley,Lafayette County,Arkansas,41.57,-91.74
121182,Farmers Electric Cooperative - Kalona 3,1126,IA,13.8,PQ (Gens at Var Limit),1.01697,14.034,-28.34,,1126,,0.74,1.09,,0,0,2,1,Bradley,Kankakee County,Illinois,41.57,-91.74
121183,Knoxville Battery Energy Storage 1,1127,IA,69,PQ,1.01513,70.044,-6.41,,1127,,,,0,0,0,2,1,Bradley,Lafayette County,Arkansas,41.32,-93.06
121184,Knoxville Battery Energy Storage 2,1127,IA,18,PQ (Gens at Var Limit),1.01735,18.312,-6.37,,1127,,0.45,1.1,,0,0,2,1,Bradley,Lafayette County,Arkansas,41.32,-93.06
121185,Bloomfield Municipal Utilities Solar 1,1128,IA,69,PQ,0.98472,67.946,-18.18,,1128,,,,,0,0,2,1,Bradley,Lafayette County,Arkansas,40.75,-92.45
121186,Bloomfield Municipal Utilities Solar 2,1128,IA,18,PQ,0.98472,17.725,-18.18,,1128,,0,0,,0,0,2,1,Bradley,Lafayette County,Arkansas,40.75,-92.45
121187,Ida Grove II 1,1129,IA,69,PQ,1.01632,70.126,31.14,,1129,,,,-30.99,0,0,2,1,Bradley,Lincoln County,Wisconsin,42.33,-95.46
121188,Ida Grove II 2,1129,IA,13.8,PV,1.02,14.076,34.72,,1129,,160.8,6.63,,0,0,2,1,Bradley,Lafayette County,Arkansas,42.33,-95.46
121189,Forest City Solar 1,1130,IA,69,PQ,1.0198,70.366,13.04,,1130,,,,,0,0,2,1,Brady,Lincoln County,Nebraska,43.28,-93.63
121190,Forest City Solar 2,1130,IA,13.8,PQ,1.0198,14.073,13.04,,1130,,0,0,,0,0,2,1,Brady,Lincoln County,Nebraska,43.28,-93.63
121191,POET Biorefining - Jewell 1,1131,IA,69,PQ,1.01894,70.307,5.57,,1131,,,,,0,0,2,1,Brady,Lincoln County,Nebraska,42.33,-93.66
121192,POET Biorefining - Jewell 2,1131,IA,13.2,PV,1.02,13.464,5.6,,1131,,0.91,1.53,,0,0,2,1,Brady,Lincoln County,Nebraska,42.33,-93.66
121193,POET Biorefining-Hanlontown  LLC 1,1132,IA,69,PQ,1.01855,70.28,11.76,,1132,,,,,0,0,2,1,Brady,Lincoln County,Nebraska,43.29,-93.39
121194,POET Biorefining-Hanlontown  LLC 2,1132,IA,13.8,PV,1.02,14.076,11.81,,1132,,0.98,1.55,,0,0,2,1,Braham,Isanti County,Minnesota,43.29,-93.39
121195,POET Biorefining LLC - Corning 1,1133,IA,69,PQ,1.02168,70.496,21.95,,1133,,,,,0,0,2,1,Brainerd,Crow Wing County,Minnesota,40.97,-94.8
121196,POET Biorefining LLC - Corning 2,1133,IA,13.8,PV,1.02,14.076,22.09,,1133,,2.34,-1.76,,0,0,2,1,Brainerd,Butler County,Kansas,40.97,-94.8
121197,POET Biorefining - Gowrie 1,1134,IA,69,PQ,1.00586,69.404,11.86,,1134,,,,,0,0,2,1,Brainerd,Crow Wing County,Minnesota,42.32,-94.29
121198,POET Biorefining - Gowrie 2,1134,IA,18,PQ (Gens at Var Limit),1.00742,18.134,11.89,,1134,,0.94,2.42,,0,0,2,1,Brainerd,Crow Wing County,Minnesota,42.32,-94.29
130001,ASHKUM 1,1135,IL,69,PQ,1.01274,69.879,-46.68,1.7,1135,0.1,,,,0,0,3,1,Brainerd,Crow Wing County,Minnesota,40.88,-87.98
130002,CHEBANSE 1 1,1136,IL,69,PQ,1.01371,69.946,-58.81,1.1,1136,0.4,,,,0,0,3,1,Brainerd,Crow Wing County,Minnesota,41.07,-87.93
130003,CHEBANSE 2 1,1137,IL,69,PQ,1.01585,70.094,-59.68,2,1137,0.4,,,,0,0,3,1,Brainerd,Crow Wing County,Minnesota,40.96,-87.87
130004,CISSNA PARK 1,1138,IL,69,PQ,1.01227,69.847,-51.8,3.9,1138,1.2,,,,0,0,3,1,Brainerd,Crow Wing County,Minnesota,40.52,-87.92
130005,CULLOM 1,1139,IL,69,PQ,1.01536,70.06,-57.57,1.2,1139,0.2,,,,0,0,3,1,Brainerd,Crow Wing County,Minnesota,40.93,-88.3
130006,GIBSON CITY 1 1,1140,IL,69,PQ,1.01711,70.181,-44.86,2.8,1140,0.2,,,,0,0,3,1,Brainerd,Crow Wing County,Minnesota,40.47,-88.31
130007,GIBSON CITY 2 1,1141,IL,69,PQ,1.01532,70.057,-45.97,3.5,1141,0.2,,,,0,0,3,1,Brainerd,Crow Wing County,Minnesota,40.41,-88.37
130008,HERSCHER 1,1142,IL,69,PQ,1.01456,70.005,-57.09,2.7,1142,0.7,,,,0,0,3,1,Brainerd,Crow Wing County,Minnesota,41.05,-88.11
130009,LODA 1,1143,IL,69,PQ,1.01728,70.192,-47.08,1.2,1143,0.3,,,,0,0,3,1,Braman,Kay County,Oklahoma,40.61,-88.2
130010,PIPER CITY 1,1144,IL,69,PQ,1.01366,69.943,-46.23,1.5,1144,0.5,,,,0,0,3,1,Braman,Kay County,Oklahoma,40.79,-88.17
130011,ROSSVILLE 1 1,1145,IL,69,PQ,1.01396,69.963,-54.56,2,1145,0.5,,,,0,0,3,1,Braman,Kay County,Oklahoma,40.4,-87.63
130012,SAINT ANNE 1 1,1146,IL,345,PQ,1.02039,352.035,-59.87,,1146,,,,0,0,0,3,1,Braman,Kay County,Oklahoma,40.97,-87.77
130013,SAINT ANNE 1 2,1146,IL,138,PQ,1.02006,140.769,-59.73,,1146,,,,,0,0,3,1,Brampton,Delta County,Michigan,40.97,-87.77
130014,SAINT ANNE 1 3,1146,IL,69,PQ,1.01789,70.235,-60.39,2.7,1146,1.2,,,,0,0,3,1,Branch,Camden County,Missouri,40.97,-87.77
130015,SAINT ANNE 2 1,1147,IL,69,PQ,1.01598,70.103,-61.66,2.7,1147,0.9,,,,0,0,3,1,Branchville,Perry County,Indiana,41.01,-87.69
130016,SHELDON 1 1,1148,IL,69,PQ,1.01773,70.224,-59.15,2.1,1148,0.7,,,,0,0,3,1,Brandenburg,Meade County,Kentucky,40.74,-87.62
130017,WATSEKA 1 1,1149,IL,69,PQ,1.01546,70.067,-59.41,2.9,1149,0.3,,,,0,0,3,1,Brandon,Douglas County,Minnesota,40.83,-87.78
130018,WATSEKA 2 1,1150,IL,69,PQ,1.01438,69.993,-58.77,3.6,1150,1.2,,,,0,0,3,1,Brandon,Fond du Lac County,Wisconsin,40.73,-87.69
130019,WATSEKA 3 1,1151,IL,345,PQ,1.02089,352.207,-59.38,,1151,,,,,0,0,3,1,Brandon,Minnehaha County,South Dakota,40.8,-87.81
130020,WATSEKA 3 2,1151,IL,138,PQ,1.01915,140.643,-59.31,,1151,,,,,0,0,3,1,Brandon Township,Oakland County,Michigan,40.8,-87.81
130021,WATSEKA 3 3,1151,IL,69,PQ,1.01501,70.036,-58.92,3,1151,0.6,,,,0,0,3,1,Brandon Township,Oakland County,Michigan,40.8,-87.81
130022,APPLE RIVER 1,1152,IL,69,PQ,1.01932,70.333,-41.6,1.1,1152,0.3,,,,0,0,3,1,Brandon Township,Oakland County,Michigan,42.48,-90.07
130023,BYRON 1 1,1153,IL,69,PQ,1.01524,70.051,-46.23,3.7,1153,0.2,,,,0,0,3,1,Brandon Township,Oakland County,Michigan,42.17,-89.26
130024,BYRON 2 1,1154,IL,69,PQ,1.01572,70.084,-45.88,4.1,1154,1.5,,,,0,0,3,1,Brandon Township,Oakland County,Michigan,42.12,-89.23
130025,BYRON 3 1,1155,IL,345,PQ,1.0225,352.762,-43.49,,1155,,,,,0,0,3,1,Brandon Township,Oakland County,Michigan,42.16,-89.36
130026,BYRON 3 2,1155,IL,138,PQ,1.02122,140.928,-44.56,,1155,,,,,0,0,3,1,Brandon Township,Oakland County,Michigan,42.16,-89.36
130027,BYRON 3 3,1155,IL,69,PQ,1.02078,70.434,-44.69,4.1,1155,0.3,,,,0,0,3,1,Branson,Taney County,Missouri,42.16,-89.36
130028,CHADWICK 1,1156,IL,69,PQ,1.02405,70.66,-27.62,0.9,1156,0.1,,,,0,0,3,1,Branson,Taney County,Missouri,41.85,-89.9
130029,EAST DUBUQUE 2 1,1157,IL,69,PQ,1.018,70.242,-42.94,3.6,1157,1.6,,,,0,0,3,1,Branson,Taney County,Missouri,42.45,-90.54
130030,ELIZABETH 1 1,1158,IL,69,PQ,1.01888,70.303,-40.97,4.3,1158,1.1,,,,0,0,3,1,Branson,Taney County,Missouri,42.32,-90.25
130031,FORRESTON 1,1159,IL,69,PQ,1.01597,70.102,-42.72,2.4,1159,0.3,,,,0,0,3,1,Branson,Taney County,Missouri,42.17,-89.63
130032,LANARK 1,1160,IL,69,PQ,1.01546,70.067,-40.91,1.4,1160,0.2,,,,0,0,3,1,Branson,Taney County,Missouri,42.08,-89.86
130033,LINDENWOOD 1,1161,IL,69,PQ,1.01462,70.009,-46.6,0.6,1161,0.1,,,,0,0,3,1,Branson,Taney County,Missouri,42.02,-89.04
130034,MOUNT CARROLL 1 1,1162,IL,345,PQ,1.02512,353.667,-41.76,,1162,,,,,0,0,3,1,Branson,Taney County,Missouri,42.14,-89.9
130035,MOUNT CARROLL 1 2,1162,IL,138,PQ,1.02342,141.232,-41.39,,1162,,,,,0,0,3,1,Bray,Stephens County,Oklahoma,42.14,-89.9
130036,MOUNT CARROLL 1 3,1162,IL,69,PQ,1.01585,70.094,-40.7,3.1,1162,0.7,,,,0,0,3,1,Bray,Stephens County,Oklahoma,42.14,-89.9
130037,MOUNT CARROLL 2 1,1163,IL,69,PQ,1.01474,70.017,-40.34,1.1,1163,0.3,,,,0,0,3,1,Bray,Stephens County,Oklahoma,42.18,-90
130038,MOUNT CARROLL 3 1,1164,IL,69,PQ,1.01198,69.826,-37.37,2.5,1164,1,,,,0,0,3,1,Bray,Stephens County,Oklahoma,42.02,-90.03
130039,MOUNT MORRIS 1 1,1165,IL,69,PQ,1.0146,70.007,-41.68,1.4,1165,0.5,,,,0,0,3,1,Bray,Stephens County,Oklahoma,42.08,-89.61
130040,MOUNT MORRIS 2 1,1166,IL,69,PQ,1.01502,70.036,-42.84,2.3,1166,0.4,,,,0,0,3,1,Bray,Stephens County,Oklahoma,42.13,-89.53
