Gen
Number of Bus,Name of Bus,ID,Area Name of Gen,AGC,Fast Start,OPF Fast Start Status,OPF MW Control,Gen MW,Cost Shift $/MWh,Cost Multiplier,Cost $/Hr (generation only),MW Marg. Cost of Bus,IC for OPF,Initial MW,Initial Cost,Delta MW,Delta Cost,Min MW,Max MW,Cost Model,# Cost Curve Points,Fuel Type,Profit $/hr
141836,Peru (IN) 2,1,IN,YES,NO,,If Agcable,0.7,0.000,1.000,124.06,-2.15,184.17,0.7,124.06,0.0,-0.00,0.7,1.8,Piecewise Linear,5,DFO (Distillate Fuel Oil),-125.50
141840,Rensselaer City Light Plant 4,1,IN,YES,NO,,If Agcable,0.4,0.000,1.000,87.27,-1.74,211.04,0.4,87.27,0.0,0.00,0.4,2.0,Piecewise Linear,5,DFO (Distillate Fuel Oil),-87.98
141840,Rensselaer City Light Plant 4,2,IN,YES,NO,,If Agcable,0.4,0.000,1.000,81.76,-1.74,207.74,0.4,81.76,0.0,0.00,0.4,2.0,Piecewise Linear,5,DFO (Distillate Fuel Oil),-82.44
141841,Rensselaer City Light Plant 5,1,IN,YES,NO,,If Agcable,1.5,0.000,1.000,119.06,-1.76,76.18,1.5,119.06,0.0,-0.00,1.5,5.0,Piecewise Linear,5,NG (Natural Gas),-121.65
141841,Rensselaer City Light Plant 5,2,IN,YES,NO,,If Agcable,0.9,0.000,1.000,64.02,-1.76,60.02,0.9,64.02,0.0,0.00,0.9,8.4,Piecewise Linear,5,NG (Natural Gas),-65.58
141842,Rensselaer City Light Plant 6,1,IN,YES,NO,,If Agcable,0.5,0.000,1.000,122.10,-1.73,220.72,0.5,122.10,0.0,-0.00,0.5,1.9,Piecewise Linear,5,DFO (Distillate Fuel Oil),-123.05
141842,Rensselaer City Light Plant 6,2,IN,YES,NO,,If Agcable,0.3,0.000,1.000,48.67,-1.73,183.60,0.3,48.67,0.0,0.00,0.3,2.5,Piecewise Linear,5,DFO (Distillate Fuel Oil),-49.12
141846,R M Schahfer 4,1,IN,YES,NO,,If Agcable,80.2,0.000,1.000,2502.52,-1.76,17.30,80.2,2502.52,0.0,-0.00,80.2,540.0,Piecewise Linear,5,SUB (Subbituminous Coal),-2643.99
141847,R M Schahfer 5,1,IN,YES,NO,,If Agcable,258.6,0.000,1.000,9050.30,-1.76,30.55,258.6,9050.30,0.0,-0.00,258.6,556.4,Piecewise Linear,5,SUB (Subbituminous Coal),-9506.00
141848,R M Schahfer 6,1,IN,YES,NO,,If Agcable,20.2,0.000,1.000,2116.15,-1.77,96.51,20.2,2116.15,0.0,0.00,20.2,129.0,Piecewise Linear,5,NG (Natural Gas),-2151.88
141849,R M Schahfer 7,1,IN,YES,NO,,If Agcable,43.6,0.000,1.000,5294.68,-1.77,117.65,43.6,5294.68,0.0,-0.00,43.6,129.0,Piecewise Linear,5,NG (Natural Gas),-5371.68
141850,R M Schahfer 8,1,IN,YES,NO,,If Agcable,86.0,0.000,1.000,3276.88,-1.76,27.93,86.0,3276.88,0.0,-0.00,86.0,423.5,Piecewise Linear,5,BIT (Bituminous Coal),-3428.64
141851,R M Schahfer 9,1,IN,YES,NO,,If Agcable,198.6,0.000,1.000,9790.69,-1.76,44.90,198.6,9790.69,0.0,0.00,198.6,423.5,Piecewise Linear,5,BIT (Bituminous Coal),-10140.74
141855,Gibson 4,1,IN,YES,NO,,If Agcable,199.6,0.000,1.000,6115.83,-1.58,23.73,199.6,6115.83,0.0,-0.00,199.6,667.9,Piecewise Linear,5,BIT (Bituminous Coal),-6430.29
141856,Gibson 5,1,IN,YES,NO,,If Agcable,187.0,0.000,1.000,3960.73,-1.58,17.47,187.0,3960.73,0.0,-0.00,187.0,667.9,Piecewise Linear,5,BIT (Bituminous Coal),-4255.45
141857,Gibson 6,1,IN,YES,NO,,If Agcable,150.5,0.000,1.000,4483.52,-1.58,20.62,150.5,4483.52,0.0,0.00,150.5,667.9,Piecewise Linear,5,BIT (Bituminous Coal),-4720.62
141858,Gibson 7,1,IN,YES,NO,,If Agcable,197.8,0.000,1.000,6036.01,-1.58,23.54,197.8,6036.01,0.0,0.00,197.8,667.9,Piecewise Linear,5,BIT (Bituminous Coal),-6347.70
141859,Gibson 8,1,IN,YES,NO,,If Agcable,124.8,0.000,1.000,3754.74,-1.58,19.03,124.8,3754.74,0.0,0.00,124.8,667.9,Piecewise Linear,5,BIT (Bituminous Coal),-3951.33
141863,A B Brown 4,1,IN,YES,NO,,If Agcable,92.9,0.000,1.000,3472.38,-1.57,31.47,92.9,3472.38,0.0,0.00,92.9,265.2,Piecewise Linear,5,BIT (Bituminous Coal),-3618.04
141864,A B Brown 5,1,IN,YES,NO,,If Agcable,26.8,0.000,1.000,1063.65,-1.57,19.26,26.8,1063.65,0.0,-0.00,26.8,265.2,Piecewise Linear,5,BIT (Bituminous Coal),-1105.65
141865,A B Brown 6,1,IN,YES,NO,,If Agcable,29.8,0.000,1.000,4519.29,-1.57,147.77,29.8,4519.29,0.0,0.00,29.8,88.2,Piecewise Linear,5,NG (Natural Gas),-4566.06
141866,A B Brown 7,1,IN,YES,NO,,If Agcable,38.3,0.000,1.000,2279.13,-1.57,46.93,38.3,2279.13,0.0,0.00,38.3,88.2,Piecewise Linear,5,NG (Natural Gas),-2339.16
141870,Merom 4,1,IN,YES,NO,,If Agcable,80.3,0.000,1.000,2823.73,-1.66,21.28,80.3,2823.73,0.0,-0.00,80.3,540.0,Piecewise Linear,5,BIT (Bituminous Coal),-2957.28
141871,Merom 5,1,IN,YES,NO,,If Agcable,119.1,0.000,1.000,4077.35,-1.66,24.87,119.1,4077.35,0.0,-0.00,119.1,540.0,Piecewise Linear,5,BIT (Bituminous Coal),-4275.45
141875,Warrick 4,1,IN,YES,NO,,If Agcable,45.9,0.000,1.000,1669.65,-1.59,28.89,45.9,1669.65,0.0,0.00,45.9,166.6,Piecewise Linear,5,BIT (Bituminous Coal),-1742.59
141876,Warrick 5,1,IN,YES,NO,,If Agcable,68.3,0.000,1.000,2816.56,-1.59,36.22,68.3,2816.56,0.0,-0.00,68.3,166.6,Piecewise Linear,5,BIT (Bituminous Coal),-2925.02
141877,Warrick 6,1,IN,YES,NO,,If Agcable,67.6,0.000,1.000,2618.92,-1.59,33.65,67.6,2618.92,0.0,-0.00,67.6,166.6,Piecewise Linear,5,BIT (Bituminous Coal),-2726.38
141878,Warrick 7,1,IN,YES,NO,,If Agcable,86.7,0.000,1.000,2954.24,-1.59,26.39,86.7,2954.24,0.0,0.00,86.7,323.0,Piecewise Linear,5,BIT (Bituminous Coal),-3092.01
141881,Georgetown 3,1,IN,YES,NO,,If Agcable,41.9,0.000,1.000,5221.69,-1.93,122.15,41.9,5221.69,0.0,-0.00,41.9,85.0,Piecewise Linear,5,NG (Natural Gas),-5302.34
141882,Georgetown 4,1,IN,YES,NO,,If Agcable,37.0,0.000,1.000,4393.12,-1.93,115.74,37.0,4393.12,0.0,-0.00,37.0,85.0,Piecewise Linear,5,NG (Natural Gas),-4464.46
141883,Georgetown 5,1,IN,YES,NO,,If Agcable,42.2,0.000,1.000,5321.08,-1.93,123.55,42.2,5321.08,0.0,-0.00,42.2,85.0,Piecewise Linear,5,NG (Natural Gas),-5402.41
141884,Georgetown 6,1,IN,YES,NO,,If Agcable,12.9,0.000,1.000,761.44,-1.93,24.52,12.9,761.44,0.0,-0.00,12.9,85.0,Piecewise Linear,5,NG (Natural Gas),-786.37
141888,Henry County 4,1,IN,YES,NO,,If Agcable,20.5,0.000,1.000,1515.30,-2.14,70.09,20.5,1515.30,0.0,0.00,20.5,60.5,Piecewise Linear,5,NG (Natural Gas),-1559.24
141889,Henry County 5,1,IN,YES,NO,,If Agcable,30.0,0.000,1.000,2207.40,-2.14,71.13,30.0,2207.40,0.0,-0.00,30.0,60.5,Piecewise Linear,5,NG (Natural Gas),-2271.53
141890,Henry County 6,1,IN,YES,NO,,If Agcable,8.0,0.000,1.000,445.09,-2.14,46.15,8.0,445.09,0.0,-0.00,8.0,60.5,Piecewise Linear,5,NG (Natural Gas),-462.19
141894,Lawrence County Station 4,1,IN,YES,NO,,If Agcable,33.1,0.000,1.000,4540.73,-1.74,134.75,33.1,4540.73,0.0,0.00,33.1,67.0,Piecewise Linear,5,NG (Natural Gas),-4598.33
141895,Lawrence County Station 5,1,IN,YES,NO,,If Agcable,27.0,0.000,1.000,3394.33,-1.74,122.63,27.0,3394.33,0.0,0.00,27.0,67.0,Piecewise Linear,5,NG (Natural Gas),-3441.35
141896,Lawrence County Station 6,1,IN,YES,NO,,If Agcable,8.0,0.000,1.000,812.58,-1.74,90.89,8.0,812.58,0.0,-0.00,8.0,67.0,Piecewise Linear,5,NG (Natural Gas),-826.53
141897,Lawrence County Station 7,1,IN,YES,NO,,If Agcable,18.1,0.000,1.000,2011.03,-1.74,106.73,18.1,2011.03,0.0,-0.00,18.1,67.0,Piecewise Linear,5,NG (Natural Gas),-2042.47
141898,Lawrence County Station 8,1,IN,YES,NO,,If Agcable,20.5,0.000,1.000,2366.11,-1.74,111.35,20.5,2366.11,0.0,0.00,20.5,67.0,Piecewise Linear,5,NG (Natural Gas),-2401.80
141899,Lawrence County Station 9,1,IN,YES,NO,,If Agcable,18.1,0.000,1.000,2054.55,-1.74,108.90,18.1,2054.55,0.0,-0.00,18.1,67.0,Piecewise Linear,5,NG (Natural Gas),-2086.06
141905,ArcelorMittal Burns Harbor 6,1,IN,YES,NO,,If Agcable,11.6,0.000,1.000,434.13,-1.76,33.23,11.6,434.13,0.0,-0.00,11.6,62.0,Piecewise Linear,5,BFG (Blast Furnace Gas),-454.47
141906,ArcelorMittal Burns Harbor 7,1,IN,YES,NO,,If Agcable,21.7,0.000,1.000,800.03,-1.76,35.05,21.7,800.03,0.0,0.00,21.7,51.0,Piecewise Linear,5,BFG (Blast Furnace Gas),-838.10
141907,ArcelorMittal Burns Harbor 8,1,IN,YES,NO,,If Agcable,16.3,0.000,1.000,598.92,-1.76,33.70,16.3,598.92,0.0,-0.00,16.3,63.2,Piecewise Linear,5,BFG (Blast Furnace Gas),-627.51
141911,ArcelorMittal Indiana Harbor West 4,1,IN,YES,NO,,If Agcable,6.2,0.000,1.000,230.34,-1.73,35.71,6.2,230.34,0.0,0.00,6.2,12.5,Piecewise Linear,5,BFG (Blast Furnace Gas),-240.99
141911,ArcelorMittal Indiana Harbor West 4,2,IN,YES,NO,,If Agcable,3.7,0.000,1.000,136.11,-1.73,33.99,3.7,136.11,0.0,0.00,3.7,12.5,Piecewise Linear,5,BFG (Blast Furnace Gas),-142.52
141912,ArcelorMittal Indiana Harbor West 5,1,IN,YES,NO,,If Agcable,4.5,0.000,1.000,173.58,-1.73,32.95,4.5,173.58,0.0,0.00,4.5,32.0,Piecewise Linear,5,BFG (Blast Furnace Gas),-181.33
141912,ArcelorMittal Indiana Harbor West 5,2,IN,YES,NO,,If Agcable,7.8,0.000,1.000,289.96,-1.73,33.28,7.8,289.96,0.0,0.00,7.8,40.0,Piecewise Linear,5,BFG (Blast Furnace Gas),-303.34
141913,ArcelorMittal Indiana Harbor West 6,1,IN,YES,NO,,If Agcable,24.8,0.000,1.000,919.84,-1.73,35.30,24.8,919.84,0.0,0.00,24.8,55.0,Piecewise Linear,5,BFG (Blast Furnace Gas),-962.67
141915,Expander Turbine 2,1,IN,YES,NO,,If Agcable,7.7,0.000,1.000,282.09,-1.73,34.69,7.7,282.09,0.0,0.00,7.7,20.0,Piecewise Linear,5,BFG (Blast Furnace Gas),-295.36
141918,Purdue University 3,1,IN,YES,NO,,If Agcable,11.1,0.000,1.000,371.05,-1.80,31.29,11.1,371.05,0.0,0.00,11.1,30.8,Piecewise Linear,5,NG (Natural Gas),-390.98
141918,Purdue University 3,2,IN,YES,NO,,If Agcable,1.5,0.000,1.000,53.13,-1.80,29.96,1.5,53.13,0.0,0.00,1.5,10.6,Piecewise Linear,5,NG (Natural Gas),-55.81
141919,Purdue University 4,1,IN,YES,NO,,If Agcable,0.3,0.000,1.000,45.91,-1.81,173.99,0.3,45.91,0.0,-0.00,0.3,1.8,Piecewise Linear,5,DFO (Distillate Fuel Oil),-46.38
141921,Covanta Indianapolis Energy 2,1,IN,YES,NO,,If Agcable,2.3,0.000,1.000,35.98,-1.94,15.92,2.3,35.98,0.0,-0.00,2.3,6.5,Piecewise Linear,5,MSW (Municipal Solid Waste),-40.37
141924,Gary Works 3,1,IN,YES,NO,,If Agcable,29.9,0.000,1.000,1121.23,-1.75,33.22,29.9,1121.23,0.0,0.00,29.9,161.0,Piecewise Linear,5,BFG (Blast Furnace Gas),-1173.40
141926,Sagamore Plant Cogeneration 2,1,IN,YES,NO,,If Agcable,1.7,0.000,1.000,54.19,-1.81,28.90,1.7,54.19,0.0,0.00,1.7,7.4,Piecewise Linear,5,NG (Natural Gas),-57.21
141928,Caterpillar 2,1,IN,YES,NO,,If Agcable,0.4,0.000,1.000,63.61,-1.81,166.53,0.4,63.61,0.0,0.00,0.4,0.9,Piecewise Linear,5,DFO (Distillate Fuel Oil),-64.30
141929,Caterpillar 3,1,IN,YES,NO,,If Agcable,0.5,0.000,1.000,107.00,-1.81,201.04,0.5,107.00,0.0,0.00,0.5,1.2,Piecewise Linear,5,DFO (Distillate Fuel Oil),-107.96
141929,Caterpillar 3,2,IN,YES,NO,,If Agcable,0.3,0.000,1.000,59.07,-1.81,194.67,0.3,59.07,0.0,0.00,0.3,1.8,Piecewise Linear,5,DFO (Distillate Fuel Oil),-59.61
141930,Caterpillar 4,1,IN,YES,NO,,If Agcable,0.5,0.000,1.000,34.73,-1.81,63.16,0.5,34.73,0.0,-0.00,0.5,2.0,Piecewise Linear,5,NG (Natural Gas),-35.65
141930,Caterpillar 4,2,IN,YES,NO,,If Agcable,1.0,0.000,1.000,79.86,-1.81,80.56,1.0,79.86,0.0,-0.00,1.0,2.0,Piecewise Linear,5,NG (Natural Gas),-81.60
141931,Caterpillar 5,1,IN,YES,NO,,If Agcable,0.8,0.000,1.000,57.04,-1.81,67.36,0.8,57.04,0.0,0.00,0.8,2.5,Piecewise Linear,5,NG (Natural Gas),-58.49
141931,Caterpillar 5,2,IN,YES,NO,,If Agcable,1.2,0.000,1.000,228.76,-1.81,189.86,1.2,228.76,0.0,-0.00,1.2,2.5,Piecewise Linear,5,DFO (Distillate Fuel Oil),-230.93
141932,Caterpillar 6,1,IN,YES,NO,,If Agcable,0.1,0.000,1.000,24.66,-1.80,204.21,0.1,24.66,0.0,-0.00,0.1,0.4,Piecewise Linear,5,DFO (Distillate Fuel Oil),-24.87
141934,Whiting Refinery 2,1,IN,YES,NO,,If Agcable,2.1,0.000,1.000,79.21,-1.72,33.11,2.1,79.21,0.0,0.00,2.1,12.5,Piecewise Linear,5,OG (Other Gas),-82.81
141934,Whiting Refinery 2,2,IN,YES,NO,,If Agcable,4.8,0.000,1.000,176.57,-1.72,34.70,4.8,176.57,0.0,-0.00,4.8,12.5,Piecewise Linear,5,OG (Other Gas),-184.85
141935,Whiting Refinery 3,1,IN,YES,NO,,If Agcable,8.0,0.000,1.000,294.41,-1.72,35.05,8.0,294.41,0.0,-0.00,8.0,18.8,Piecewise Linear,5,OG (Other Gas),-308.15
141935,Whiting Refinery 3,2,IN,YES,NO,,If Agcable,1.3,0.000,1.000,52.12,-1.72,32.92,1.3,52.12,0.0,0.00,1.3,10.0,Piecewise Linear,5,OG (Other Gas),-54.43
141936,Whiting Refinery 4,1,IN,YES,NO,,If Agcable,13.4,0.000,1.000,498.41,-1.72,35.27,13.4,498.41,0.0,-0.00,13.4,30.0,Piecewise Linear,5,OG (Other Gas),-521.59
141938,Hendricks Regional Health 2,1,IN,YES,NO,,If Agcable,0.3,0.000,1.000,56.17,-1.86,199.29,0.3,56.17,0.0,0.00,0.3,1.0,Piecewise Linear,5,DFO (Distillate Fuel Oil),-56.69
141938,Hendricks Regional Health 2,2,IN,YES,NO,,If Agcable,0.1,0.000,1.000,12.44,-1.86,175.01,0.1,12.44,0.0,-0.00,0.1,0.5,Piecewise Linear,5,DFO (Distillate Fuel Oil),-12.57
141939,Hendricks Regional Health 3,1,IN,YES,NO,,If Agcable,0.2,0.000,1.000,52.47,-1.86,209.13,0.2,52.47,0.0,0.00,0.2,0.5,Piecewise Linear,5,DFO (Distillate Fuel Oil),-52.94
141939,Hendricks Regional Health 3,2,IN,YES,NO,,If Agcable,0.0,0.000,1.000,8.02,-1.86,197.76,0.0,8.02,0.0,-0.00,0.0,0.3,Piecewise Linear,5,DFO (Distillate Fuel Oil),-8.09
141940,Hendricks Regional Health 4,1,IN,YES,NO,,If Agcable,0.2,0.000,1.000,38.03,-1.86,198.23,0.2,38.03,0.0,0.00,0.2,1.0,Piecewise Linear,5,DFO (Distillate Fuel Oil),-38.39
141940,Hendricks Regional Health 4,2,IN,YES,NO,,If Agcable,0.2,0.000,1.000,28.29,-1.86,186.16,0.2,28.29,0.0,0.00,0.2,1.0,Piecewise Linear,5,DFO (Distillate Fuel Oil),-28.57
141942,Evonik Industries AG 2,1,IN,YES,NO,,If Agcable,0.3,0.000,1.000,65.27,-1.82,196.43,0.3,65.27,0.0,0.00,0.3,1.2,Piecewise Linear,5,DFO (Distillate Fuel Oil),-65.87
141945,Twin Bridges LFGTE 3,1,IN,YES,NO,,If Agcable,0.1,0.000,1.000,2.72,-1.87,30.27,0.1,2.72,0.0,0.00,0.1,0.8,Piecewise Linear,5,LFG (Landfill Gas),-2.89
141945,Twin Bridges LFGTE 3,2,IN,YES,NO,,If Agcable,0.2,0.000,1.000,4.73,-1.87,31.54,0.2,4.73,0.0,0.00,0.2,0.8,Piecewise Linear,5,LFG (Landfill Gas),-5.01
141946,Twin Bridges LFGTE 4,1,IN,YES,NO,,If Agcable,0.2,0.000,1.000,7.05,-1.87,32.03,0.2,7.05,0.0,-0.00,0.2,0.8,Piecewise Linear,5,LFG (Landfill Gas),-7.46
141947,Twin Bridges LFGTE 5,1,IN,YES,NO,,If Agcable,0.4,0.000,1.000,12.23,-1.87,31.36,0.4,12.23,0.0,-0.00,0.4,0.8,Piecewise Linear,5,LFG (Landfill Gas),-12.96
141947,Twin Bridges LFGTE 5,2,IN,YES,NO,,If Agcable,0.1,0.000,1.000,3.80,-1.87,31.66,0.1,3.80,0.0,0.00,0.1,0.8,Piecewise Linear,5,LFG (Landfill Gas),-4.02
141948,Twin Bridges LFGTE 6,1,IN,YES,NO,,If Agcable,0.2,0.000,1.000,5.99,-1.87,29.94,0.2,5.99,0.0,0.00,0.2,0.8,Piecewise Linear,5,LFG (Landfill Gas),-6.36
141948,Twin Bridges LFGTE 6,2,IN,YES,NO,,If Agcable,0.3,0.000,1.000,8.62,-1.87,30.78,0.3,8.62,0.0,0.00,0.3,0.8,Piecewise Linear,5,LFG (Landfill Gas),-9.14
141949,Twin Bridges LFGTE 7,1,IN,YES,NO,,If Agcable,0.3,0.000,1.000,10.00,-1.87,32.27,0.3,10.00,0.0,0.00,0.3,0.8,Piecewise Linear,5,LFG (Landfill Gas),-10.58
141949,Twin Bridges LFGTE 7,2,IN,YES,NO,,If Agcable,0.2,0.000,1.000,5.91,-1.87,32.81,0.2,5.91,0.0,-0.00,0.2,0.8,Piecewise Linear,5,LFG (Landfill Gas),-6.24
141950,Twin Bridges LFGTE 8,1,IN,YES,NO,,If Agcable,0.1,0.000,1.000,3.98,-1.87,30.62,0.1,3.98,0.0,0.00,0.1,0.8,Piecewise Linear,5,LFG (Landfill Gas),-4.22
141950,Twin Bridges LFGTE 8,2,IN,YES,NO,,If Agcable,0.3,0.000,1.000,10.77,-1.87,31.69,0.3,10.77,0.0,0.00,0.3,0.8,Piecewise Linear,5,LFG (Landfill Gas),-11.41
141951,Twin Bridges LFGTE 9,1,IN,YES,NO,,If Agcable,0.4,0.000,1.000,10.88,-1.87,30.21,0.4,10.88,0.0,-0.00,0.4,0.8,Piecewise Linear,5,LFG (Landfill Gas),-11.55
141952,Twin Bridges LFGTE 10,1,IN,YES,NO,,If Agcable,0.2,0.000,1.000,7.89,-1.87,31.55,0.2,7.89,0.0,-0.00,0.2,1.6,Piecewise Linear,5,LFG (Landfill Gas),-8.35
141952,Twin Bridges LFGTE 10,2,IN,YES,NO,,If Agcable,0.5,0.000,1.000,17.11,-1.87,31.10,0.5,17.10,0.0,0.00,0.5,1.6,Piecewise Linear,5,LFG (Landfill Gas),-18.13
141954,Prairie View I & II LFGTE 2,1,IN,YES,NO,,If Agcable,0.3,0.000,1.000,9.51,-2.10,31.69,0.3,9.51,0.0,0.00,0.3,0.8,Piecewise Linear,5,LFG (Landfill Gas),-10.14
141954,Prairie View I & II LFGTE 2,2,IN,YES,NO,,If Agcable,0.2,0.000,1.000,7.21,-2.10,31.33,0.2,7.21,0.0,0.00,0.2,0.8,Piecewise Linear,5,LFG (Landfill Gas),-7.69
141955,Prairie View I & II LFGTE 3,1,IN,YES,NO,,If Agcable,0.3,0.000,1.000,9.10,-2.10,30.32,0.3,9.10,0.0,0.00,0.3,0.8,Piecewise Linear,5,LFG (Landfill Gas),-9.72
141956,Prairie View I & II LFGTE 4,1,IN,YES,NO,,If Agcable,0.4,0.000,1.000,12.77,-2.10,31.93,0.4,12.77,0.0,0.00,0.4,0.8,Piecewise Linear,5,LFG (Landfill Gas),-13.61
141956,Prairie View I & II LFGTE 4,2,IN,YES,NO,,If Agcable,0.3,0.000,1.000,9.40,-2.10,28.49,0.3,9.40,0.0,-0.00,0.3,0.8,Piecewise Linear,5,LFG (Landfill Gas),-10.09
141957,Prairie View I & II LFGTE 5,1,IN,YES,NO,,If Agcable,0.3,0.000,1.000,9.48,-2.10,29.63,0.3,9.48,0.0,-0.00,0.3,0.8,Piecewise Linear,5,LFG (Landfill Gas),-10.15
141957,Prairie View I & II LFGTE 5,2,IN,YES,NO,,If Agcable,0.2,0.000,1.000,8.00,-2.10,32.02,0.2,8.01,0.0,-0.00,0.2,0.8,Piecewise Linear,5,LFG (Landfill Gas),-8.53
141958,Prairie View I & II LFGTE 6,1,IN,YES,NO,,If Agcable,0.2,0.000,1.000,4.88,-2.10,30.51,0.2,4.88,0.0,0.00,0.2,0.8,Piecewise Linear,5,LFG (Landfill Gas),-5.22
141960,Deercroft I & II LFGTE 2,1,IN,YES,NO,,If Agcable,0.2,0.000,1.000,4.85,-1.75,32.35,0.2,4.85,0.0,-0.00,0.2,0.8,Piecewise Linear,5,LFG (Landfill Gas),-5.12
141960,Deercroft I & II LFGTE 2,2,IN,YES,NO,,If Agcable,0.2,0.000,1.000,5.12,-1.75,32.00,0.2,5.12,0.0,0.00,0.2,0.8,Piecewise Linear,5,LFG (Landfill Gas),-5.40
141961,Deercroft I & II LFGTE 3,1,IN,YES,NO,,If Agcable,0.4,0.000,1.000,10.14,-1.75,28.18,0.4,10.14,0.0,-0.00,0.4,0.8,Piecewise Linear,5,LFG (Landfill Gas),-10.78
141961,Deercroft I & II LFGTE 3,2,IN,YES,NO,,If Agcable,0.2,0.000,1.000,16.20,-1.75,72.31,0.2,16.20,0.0,0.00,0.2,0.8,Piecewise Linear,5,NG (Natural Gas),-16.56
141962,Deercroft I & II LFGTE 4,1,IN,YES,NO,,If Agcable,0.3,0.000,1.000,19.09,-1.75,69.52,0.3,19.09,0.0,-0.00,0.3,0.8,Piecewise Linear,5,NG (Natural Gas),-19.54
141962,Deercroft I & II LFGTE 4,2,IN,YES,NO,,If Agcable,0.2,0.000,1.000,7.57,-1.75,31.56,0.2,7.57,0.0,-0.00,0.2,0.8,Piecewise Linear,5,LFG (Landfill Gas),-7.99
141963,Deercroft I & II LFGTE 5,1,IN,YES,NO,,If Agcable,0.4,0.000,1.000,34.48,-1.75,85.81,0.4,34.48,0.0,-0.00,0.4,0.8,Piecewise Linear,5,NG (Natural Gas),-35.16
141963,Deercroft I & II LFGTE 5,2,IN,YES,NO,,If Agcable,0.3,0.000,1.000,21.58,-1.75,73.48,0.3,21.58,0.0,0.00,0.3,0.8,Piecewise Linear,5,NG (Natural Gas),-22.07
141965,Heat Recovery Coke Facility 2,1,IN,YES,NO,,If Agcable,37.0,0.000,1.000,1364.14,-1.73,34.93,37.0,1364.14,0.0,0.00,37.0,90.0,Piecewise Linear,5,BFG (Blast Furnace Gas),-1427.98
141969,Heat Recovery Coke Facility 0 4,1,IN,YES,NO,,If Agcable,39.3,0.000,1.000,1205.02,-1.73,30.67,39.3,1205.02,0.0,-0.00,39.3,94.6,Piecewise Linear,5,WH (Waste Heat),-1272.81
141972,Portside Energy 3,1,IN,YES,NO,,If Agcable,14.9,0.000,1.000,961.57,-1.76,61.06,14.9,961.57,0.0,0.00,14.9,42.0,Piecewise Linear,5,NG (Natural Gas),-987.73
141972,Portside Energy 3,2,IN,YES,NO,,If Agcable,5.8,0.000,1.000,180.73,-1.76,28.34,5.8,180.73,0.0,0.00,5.8,19.0,Piecewise Linear,5,NG (Natural Gas),-190.99
141976,Vermillion Energy Facility 4,1,IN,YES,NO,,If Agcable,25.8,0.000,1.000,2599.31,-1.73,96.63,25.8,2599.31,0.0,0.00,25.8,86.5,Piecewise Linear,5,NG (Natural Gas),-2643.77
141977,Vermillion Energy Facility 5,1,IN,YES,NO,,If Agcable,16.6,0.000,1.000,1542.63,-1.73,86.25,16.6,1542.64,0.0,-0.00,16.6,86.5,Piecewise Linear,5,NG (Natural Gas),-1571.31
141978,Vermillion Energy Facility 6,1,IN,YES,NO,,If Agcable,11.1,0.000,1.000,987.08,-1.73,79.45,11.1,987.08,0.0,0.00,11.1,86.5,Piecewise Linear,5,NG (Natural Gas),-1006.15
141979,Vermillion Energy Facility 7,1,IN,YES,NO,,If Agcable,27.1,0.000,1.000,2765.56,-1.72,97.95,27.1,2765.56,0.0,-0.00,27.1,86.5,Piecewise Linear,5,NG (Natural Gas),-2812.34
141980,Vermillion Energy Facility 8,1,IN,YES,NO,,If Agcable,31.5,0.000,1.000,3375.97,-1.73,103.84,31.5,3375.97,0.0,-0.00,31.5,86.5,Piecewise Linear,5,NG (Natural Gas),-3430.23
141981,Vermillion Energy Facility 9,1,IN,YES,NO,,If Agcable,27.1,0.000,1.000,2744.97,-1.72,97.37,27.1,2744.97,0.0,-0.00,27.1,86.5,Piecewise Linear,5,NG (Natural Gas),-2791.65
141982,Vermillion Energy Facility 10,1,IN,YES,NO,,If Agcable,20.1,0.000,1.000,1898.09,-1.73,89.09,20.1,1898.09,0.0,-0.00,20.1,86.5,Piecewise Linear,5,NG (Natural Gas),-1932.73
141983,Vermillion Energy Facility 11,1,IN,YES,NO,,If Agcable,34.9,0.000,1.000,3931.31,-1.72,109.58,34.9,3931.31,0.0,-0.00,34.9,86.5,Piecewise Linear,5,NG (Natural Gas),-3991.46
141987,Worthington Generation LLC 4,1,IN,YES,NO,,If Agcable,20.6,0.000,1.000,2223.30,-1.69,104.12,20.6,2223.30,0.0,0.00,20.6,60.5,Piecewise Linear,5,NG (Natural Gas),-2258.20
141988,Worthington Generation LLC 5,1,IN,YES,NO,,If Agcable,19.6,0.000,1.000,2068.26,-1.69,101.68,19.6,2068.26,0.0,-0.00,19.6,60.5,Piecewise Linear,5,NG (Natural Gas),-2101.42
141989,Worthington Generation LLC 6,1,IN,YES,NO,,If Agcable,18.1,0.000,1.000,1889.71,-1.69,100.02,18.1,1889.71,0.0,0.00,18.1,60.5,Piecewise Linear,5,NG (Natural Gas),-1920.40
141990,Worthington Generation LLC 7,1,IN,YES,NO,,If Agcable,7.2,0.000,1.000,671.45,-1.69,82.31,7.2,671.45,0.0,0.00,7.2,60.5,Piecewise Linear,5,NG (Natural Gas),-683.69
141994,Wheatland Generating Facility 4,1,IN,YES,NO,,If Agcable,32.0,0.000,1.000,3327.21,-1.64,98.98,32.0,3327.21,0.0,-0.00,32.0,125.1,Piecewise Linear,5,NG (Natural Gas),-3379.58
