Load
Number of Bus,Name of Bus,ID,Area Name of Load,AGC,MW,Cost Shift $/MWh,Cost Multiplier,Hourly Benefit,MW Marg. Cost of Bus,HDR::Load_GenICost:1,Initial MW,Initial Cost,Delta MW,Delta Cost,Min MW,Max MW,# of Benefit Curve Points,Profit $/hr
132504,GREENVIEW 1,D,IL,YES,0.7,0.000,1.000,23.67,-1.54,9.10,0.7,23.67,0.0,-0.00,0.0,1.8,4,24.75
132507,MASON CITY 3,D,IL,YES,4.5,0.000,1.000,1067.16,-1.54,36.40,4.5,1067.16,0.0,0.00,0.0,10.7,4,1074.11
132510,NEW BERLIN 4 1,D,IL,YES,2.7,0.000,1.000,842.42,-1.54,37.31,2.7,842.42,0.0,-0.00,0.0,6.4,4,846.59
132511,NEW BERLIN 5 1,D,IL,YES,1.3,0.000,1.000,274.50,-1.54,49.25,1.3,274.50,0.0,-0.00,0.0,3.7,4,276.51
132512,PALMYRA 8 1,D,IL,YES,1.9,0.000,1.000,413.91,-1.53,24.95,1.9,413.91,0.0,-0.00,0.0,4.5,4,416.82
132513,PALMYRA 9 1,D,IL,YES,1.0,0.000,1.000,29.63,-1.54,20.28,1.0,29.63,0.0,0.00,0.0,2.6,4,31.17
132514,PALMYRA 10 1,D,IL,YES,0.7,0.000,1.000,21.07,-1.54,9.10,0.7,21.07,0.0,0.00,0.0,1.7,4,22.15
132515,PETERSBURG 1 1,D,IL,YES,2.6,0.000,1.000,1503.73,-1.55,28.46,2.6,1503.73,0.0,-0.00,0.0,5.5,4,1507.75
132516,PETERSBURG 2 1,D,IL,YES,3.3,0.000,1.000,142.16,-1.55,29.07,3.3,142.16,0.0,-0.00,0.0,8.0,4,147.26
132517,PETERSBURG 3 1,D,IL,YES,2.3,0.000,1.000,106.90,-1.54,18.20,2.3,106.90,0.0,0.00,0.0,5.5,4,110.44
132518,PLEASANT PLAINS 1,D,IL,YES,2.3,0.000,1.000,797.89,-1.54,64.14,2.3,797.89,0.0,0.00,0.0,4.9,4,801.43
132519,RUSHVILLE 3 1,D,IL,YES,2.0,0.000,1.000,48.73,-1.51,9.10,2.0,48.73,0.0,0.00,0.0,5.0,4,51.75
132520,RUSHVILLE 4 1,D,IL,YES,2.3,0.000,1.000,71.31,-1.51,9.10,2.3,71.31,0.0,-0.00,0.0,5.5,4,74.78
132521,RUSHVILLE 5 1,D,IL,YES,2.0,0.000,1.000,1034.79,-1.51,30.00,2.0,1034.79,0.0,0.00,0.0,5.0,4,1037.81
132524,SHIPMAN 3,D,IL,YES,3.4,0.000,1.000,37.68,-1.52,3.18,3.4,37.68,0.0,-0.00,0.0,6.9,4,42.84
132526,VIRGINIA 4 2,D,IL,YES,1.4,0.000,1.000,12.26,-1.51,6.47,1.4,12.26,0.0,-0.00,0.0,4.3,4,14.38
132527,VIRGINIA 5 1,D,IL,YES,0.9,0.000,1.000,8.88,-1.51,3.18,0.9,8.88,0.0,-0.00,0.0,2.4,4,10.24
132528,SPRINGFIELD 30 1,D,IL,YES,11.0,0.000,1.000,252.10,-1.54,9.35,11.0,252.10,0.0,-0.00,0.0,27.1,4,269.09
132529,SPRINGFIELD 31 1,D,IL,YES,10.2,0.000,1.000,337.65,-1.54,9.10,10.2,337.65,0.0,-0.00,0.0,24.9,4,353.31
132532,SPRINGFIELD 32 3,D,IL,YES,10.8,0.000,1.000,110.17,-1.54,6.04,10.8,110.17,0.0,-0.00,0.0,24.9,4,126.78
132535,SPRINGFIELD 33 1,D,IL,YES,11.6,0.000,1.000,295.85,-1.54,9.10,11.6,295.85,0.0,-0.00,0.0,24.9,4,313.67
132536,SPRINGFIELD 34 1,D,IL,YES,8.0,0.000,1.000,356.65,-1.54,25.33,8.0,356.65,0.0,0.00,0.0,20.2,4,368.95
132537,SPRINGFIELD 35 1,D,IL,YES,7.6,0.000,1.000,307.62,-1.54,9.10,7.6,307.62,0.0,0.00,0.0,20.2,4,319.28
132538,SPRINGFIELD 36 1,D,IL,YES,9.2,0.000,1.000,259.83,-1.54,14.18,9.2,259.83,0.0,-0.00,0.0,20.2,4,274.00
132539,SPRINGFIELD 37 1,D,IL,YES,10.2,0.000,1.000,326.44,-1.54,24.72,10.2,326.44,0.0,0.00,0.0,20.2,4,342.12
132540,SPRINGFIELD 38 1,D,IL,YES,12.0,0.000,1.000,592.67,-1.54,26.01,12.0,592.67,0.0,-0.00,0.0,29.7,4,611.17
132541,SPRINGFIELD 39 1,D,IL,YES,4.7,0.000,1.000,1258.95,-1.54,43.12,4.7,1258.95,0.0,-0.00,0.0,10.3,4,1266.20
132542,SPRINGFIELD 40 1,D,IL,YES,4.7,0.000,1.000,131.98,-1.54,11.56,4.7,131.98,0.0,-0.00,0.0,10.3,4,139.23
132543,SPRINGFIELD 41 1,D,IL,YES,3.9,0.000,1.000,145.98,-1.54,21.28,3.9,145.98,0.0,-0.00,0.0,10.3,4,151.97
132546,CENTRALIA 4 3,D,IL,YES,6.1,0.000,1.000,3058.22,-1.54,29.12,6.1,3058.22,0.0,-0.00,0.0,16.6,4,3067.61
132547,CENTRALIA 5 1,D,IL,YES,4.9,0.000,1.000,241.32,-1.55,45.10,4.9,241.32,0.0,-0.00,0.0,15.0,4,248.93
132548,CENTRALIA 6 1,D,IL,YES,7.5,0.000,1.000,323.85,-1.55,19.21,7.5,323.85,0.0,-0.00,0.0,15.0,4,335.46
132549,CENTRALIA 7 1,D,IL,YES,5.0,0.000,1.000,211.77,-1.55,9.10,5.0,211.77,0.0,-0.00,0.0,15.0,4,219.51
132552,ALBION 1 3,D,IL,YES,3.2,0.000,1.000,483.48,-1.57,30.03,3.2,483.48,0.0,-0.00,0.0,6.4,4,488.51
132553,ALBION 2 1,D,IL,YES,2.4,0.000,1.000,212.34,-1.57,18.20,2.4,212.34,0.0,-0.00,0.0,4.6,4,216.11
132554,ASHLEY 5 1,D,IL,YES,1.2,0.000,1.000,434.01,-1.53,37.57,1.2,434.01,0.0,0.00,0.0,2.5,4,435.84
132555,BENTON 12 1,D,IL,YES,3.9,0.000,1.000,185.06,-1.53,9.10,3.9,185.06,0.0,-0.00,0.0,10.0,4,191.01
132556,BENTON 13 1,D,IL,YES,4.1,0.000,1.000,153.85,-1.53,26.30,4.1,153.85,0.0,-0.00,0.0,10.3,4,160.12
132559,BENTON 14 3,D,IL,YES,4.3,0.000,1.000,287.56,-1.52,20.60,4.3,287.56,0.0,0.00,0.0,10.0,4,294.12
132560,BLUFORD 1 1,D,IL,YES,2.1,0.000,1.000,113.87,-1.55,18.20,2.1,113.87,0.0,-0.00,0.0,4.5,4,117.12
132561,BLUFORD 2 1,D,IL,YES,1.8,0.000,1.000,49.67,-1.56,9.10,1.8,49.67,0.0,-0.00,0.0,4.2,4,52.48
132562,DU QUOIN 1 1,D,IL,YES,3.9,0.000,1.000,2108.52,-1.53,64.25,3.9,2108.52,0.0,0.00,0.0,8.5,4,2114.47
132565,DU QUOIN 2 3,D,IL,YES,4.0,0.000,1.000,68.96,-1.52,9.10,4.0,68.96,0.0,0.00,0.0,10.1,4,75.05
132568,DU QUOIN 3 1,D,IL,YES,3.9,0.000,1.000,162.33,-1.53,27.85,3.9,162.33,0.0,0.00,0.0,8.2,4,168.28
132569,ENFIELD 1 1,D,IL,YES,1.0,0.000,1.000,12.61,-1.55,6.84,1.0,12.61,0.0,-0.00,0.0,2.3,4,14.16
132570,ENFIELD 2 1,D,IL,YES,1.0,0.000,1.000,11.99,-1.55,3.21,1.0,11.99,0.0,0.00,0.0,2.2,4,13.54
132571,FLORA 7 1,D,IL,YES,2.5,0.000,1.000,82.45,-1.57,9.10,2.5,82.45,0.0,0.00,0.0,6.0,4,86.39
132572,FLORA 8 1,D,IL,YES,2.8,0.000,1.000,46.04,-1.56,7.02,2.8,46.04,0.0,-0.00,0.0,6.0,4,50.42
132573,FLORA 9 1,D,IL,YES,3.0,0.000,1.000,125.55,-1.57,24.06,3.0,125.56,0.0,-0.00,0.0,6.0,4,130.25
132574,GEFF 1,D,IL,YES,1.0,0.000,1.000,193.23,-1.57,33.60,1.0,193.23,0.0,-0.00,0.0,3.1,4,194.80
132575,GRAYVILLE 1 1,D,IL,YES,1.9,0.000,1.000,61.86,-1.58,9.10,1.9,61.86,0.0,0.00,0.0,5.0,4,64.85
132576,GRAYVILLE 2 1,D,IL,YES,0.8,0.000,1.000,394.14,-1.58,19.53,0.8,394.14,0.0,0.00,0.0,2.1,4,395.41
132577,INA 1 1,D,IL,YES,2.4,0.000,1.000,366.81,-1.53,30.00,2.4,366.81,0.0,0.00,0.0,5.5,4,370.49
132578,INA 2 1,D,IL,YES,3.1,0.000,1.000,97.58,-1.53,14.84,3.1,97.58,0.0,0.00,0.0,6.5,4,102.33
132579,IUKA 1 1,D,IL,YES,2.4,0.000,1.000,135.23,-1.56,18.20,2.4,135.23,0.0,0.00,0.0,5.5,4,138.97
132580,IUKA 2 1,D,IL,YES,0.8,0.000,1.000,11.47,-1.56,4.10,0.8,11.47,0.0,-0.00,0.0,2.0,4,12.72
132583,MOUNT CARMEL 1 3,D,IL,YES,4.5,0.000,1.000,51.42,-1.57,3.18,4.5,51.42,0.0,0.00,0.0,10.2,4,58.49
132584,MOUNT CARMEL 2 1,D,IL,YES,3.2,0.000,1.000,103.27,-1.58,9.10,3.2,103.27,0.0,0.00,0.0,9.3,4,108.33
132585,MOUNT CARMEL 3 1,D,IL,YES,5.0,0.000,1.000,1090.73,-1.59,28.63,5.0,1090.73,0.0,-0.00,0.0,10.9,4,1098.68
132588,MOUNT VERNON 7 3,D,IL,YES,8.4,0.000,1.000,690.77,-1.53,69.68,8.4,690.77,0.0,0.00,0.0,18.3,4,703.59
132589,MOUNT VERNON 8 1,D,IL,YES,8.0,0.000,1.000,1888.55,-1.54,51.70,8.0,1888.55,0.0,0.00,0.0,19.6,4,1900.86
132592,MOUNT VERNON 9 3,D,IL,YES,6.8,0.000,1.000,213.75,-1.53,30.57,6.8,213.75,0.0,0.00,0.0,16.1,4,224.17
132595,MOUNT VERNON 10 3,D,IL,YES,5.6,0.000,1.000,168.43,-1.53,22.02,5.6,168.43,0.0,-0.00,0.0,18.4,4,176.98
132598,MULKEYTOWN 1 1,D,IL,YES,2.8,0.000,1.000,1371.27,-1.52,36.03,2.8,1371.27,0.0,0.00,0.0,5.6,4,1375.53
132599,MULKEYTOWN 2 1,D,IL,YES,1.8,0.000,1.000,90.77,-1.52,31.32,1.8,90.77,0.0,-0.00,0.0,4.1,4,93.50
132600,NOBLE 1 1,D,IL,YES,1.2,0.000,1.000,19.27,-1.59,3.18,1.2,19.27,0.0,0.00,0.0,3.4,4,21.17
132603,NORRIS CITY 1 3,D,IL,YES,3.4,0.000,1.000,38.49,-1.54,3.18,3.4,38.49,0.0,-0.00,0.0,7.5,4,43.72
132604,NORRIS CITY 2 1,D,IL,YES,1.0,0.000,1.000,12.83,-1.54,3.18,1.0,12.83,0.0,-0.00,0.0,2.4,4,14.37
132605,SALEM 12 1,D,IL,YES,4.1,0.000,1.000,2167.68,-1.56,14.13,4.1,2167.68,0.0,-0.00,0.0,10.1,4,2174.07
132608,SALEM 13 3,D,IL,YES,4.9,0.000,1.000,2548.52,-1.55,16.04,4.9,2548.52,0.0,0.00,0.0,10.1,4,2556.14
132609,SALEM 14 1,D,IL,YES,5.6,0.000,1.000,218.17,-1.56,9.10,5.6,218.17,0.0,0.00,0.0,11.9,4,226.90
132610,SESSER 1 1,D,IL,YES,1.7,0.000,1.000,581.93,-1.53,56.95,1.7,581.93,0.0,-0.00,0.0,4.1,4,584.52
132611,SESSER 2 1,D,IL,YES,3.0,0.000,1.000,203.55,-1.52,18.20,3.0,203.55,0.0,-0.00,0.0,6.6,4,208.12
132612,TAMAROA 1,D,IL,YES,2.0,0.000,1.000,20.27,-1.53,3.18,2.0,20.27,0.0,-0.00,0.0,4.3,4,23.32
132613,THOMPSONVILLE 1 1,D,IL,YES,2.4,0.000,1.000,708.61,-1.53,18.96,2.4,708.61,0.0,0.00,0.0,5.4,4,712.29
132614,THOMPSONVILLE 2 1,D,IL,YES,3.1,0.000,1.000,27.83,-1.53,3.39,3.1,27.83,0.0,-0.00,0.0,6.8,4,32.58
132615,WALNUT HILL 1,D,IL,YES,1.1,0.000,1.000,24.12,-1.54,9.10,1.1,24.12,0.0,-0.00,0.0,2.6,4,25.81
132618,WEST FRANKFORT 1 3,D,IL,YES,5.0,0.000,1.000,112.36,-1.52,9.10,5.0,112.36,0.0,0.00,0.0,11.6,4,119.95
132619,WEST FRANKFORT 2 1,D,IL,YES,5.7,0.000,1.000,157.25,-1.52,9.10,5.7,157.25,0.0,-0.00,0.0,11.5,4,165.94
132620,WEST FRANKFORT 3 1,D,IL,YES,4.9,0.000,1.000,2289.67,-1.52,43.16,4.9,2289.67,0.0,0.00,0.0,11.6,4,2297.14
132621,WOODLAWN 1 1,D,IL,YES,2.8,0.000,1.000,90.65,-1.54,16.88,2.8,90.65,0.0,0.00,0.0,5.9,4,94.96
132622,WOODLAWN 2 1,D,IL,YES,3.0,0.000,1.000,1648.81,-1.53,26.21,3.0,1648.81,0.0,-0.00,0.0,6.8,4,1653.40
132623,CARBONDALE 4 1,D,IL,YES,1.8,0.000,1.000,31.88,-1.51,6.31,1.8,31.88,0.0,-0.00,0.0,4.0,4,34.59
132624,CARBONDALE 5 1,D,IL,YES,2.0,0.000,1.000,279.55,-1.51,35.81,2.0,279.55,0.0,0.00,0.0,4.0,4,282.58
132625,ANNA 1 1,D,IL,YES,2.9,0.000,1.000,68.85,-1.52,19.08,2.9,68.85,0.0,-0.00,0.0,6.5,4,73.26
132628,ANNA 2 3,D,IL,YES,5.3,0.000,1.000,1253.67,-1.52,19.17,5.3,1253.67,0.0,-0.00,0.0,12.5,4,1261.72
132631,ANNA 3 1,D,IL,YES,3.1,0.000,1.000,102.90,-1.52,19.73,3.1,102.90,0.0,-0.00,0.0,7.4,4,107.60
132632,AVA 2 1,D,IL,YES,1.7,0.000,1.000,77.03,-1.50,39.15,1.7,77.03,0.0,-0.00,0.0,5.2,4,79.59
132633,AVA 3 1,D,IL,YES,2.4,0.000,1.000,1488.08,-1.51,27.70,2.4,1488.08,0.0,0.00,0.0,5.8,4,1491.69
132634,CAIRO 1 1,D,IL,YES,0.9,0.000,1.000,47.84,-1.50,48.66,0.9,47.84,0.0,-0.00,0.0,3.3,4,49.20
132637,CAIRO 2 3,D,IL,YES,2.3,0.000,1.000,147.10,-1.50,22.94,2.3,147.10,0.0,-0.00,0.0,5.6,4,150.56
132638,CAIRO 3 1,D,IL,YES,0.9,0.000,1.000,18.42,-1.51,17.31,0.9,18.42,0.0,0.00,0.0,2.8,4,19.77
132639,CARRIER MILLS 1,D,IL,YES,2.0,0.000,1.000,140.48,-1.53,19.73,2.0,140.48,0.0,-0.00,0.0,4.5,4,143.55
132640,CARTERVILLE 1 1,D,IL,YES,3.5,0.000,1.000,1399.15,-1.52,26.84,3.5,1399.15,0.0,-0.00,0.0,8.7,4,1404.47
132641,CARTERVILLE 2 1,D,IL,YES,5.1,0.000,1.000,134.34,-1.52,16.34,5.1,134.34,0.0,-0.00,0.0,10.7,4,142.08
132642,CAVE IN ROCK 1,D,IL,YES,0.9,0.000,1.000,402.79,-1.53,33.73,0.9,402.79,0.0,-0.00,0.0,2.7,4,404.17
132643,COBDEN 1 1,D,IL,YES,1.2,0.000,1.000,337.89,-1.51,30.00,1.2,337.89,0.0,0.00,0.0,2.9,4,339.70
132644,COBDEN 2 1,D,IL,YES,2.7,0.000,1.000,88.99,-1.51,9.10,2.7,88.99,0.0,0.00,0.0,5.8,4,93.07
132645,CREAL SPRINGS 1 1,D,IL,YES,2.5,0.000,1.000,42.29,-1.53,10.38,2.5,42.29,0.0,0.00,0.0,6.8,4,46.11
132646,CREAL SPRINGS 2 1,D,IL,YES,2.4,0.000,1.000,127.96,-1.52,9.10,2.4,127.96,0.0,-0.00,0.0,5.5,4,131.61
132647,DE SOTO 5 1,D,IL,YES,1.6,0.000,1.000,67.76,-1.52,30.13,1.6,67.76,0.0,-0.00,0.0,3.9,4,70.19
132648,DE SOTO 6 1,D,IL,YES,2.1,0.000,1.000,69.45,-1.51,9.10,2.1,69.45,0.0,-0.00,0.0,5.0,4,72.63
132649,DONGOLA 1,D,IL,YES,3.5,0.000,1.000,36.86,-1.51,3.18,3.5,36.86,0.0,0.00,0.0,9.1,4,42.16
132650,ELDORADO 1 1,D,IL,YES,2.8,0.000,1.000,615.79,-1.54,14.23,2.8,615.79,0.0,0.00,0.0,6.2,4,620.11
132651,ELDORADO 2 1,D,IL,YES,2.3,0.000,1.000,48.35,-1.54,10.95,2.3,48.35,0.0,0.00,0.0,5.6,4,51.90
132652,ELDORADO 3 1,D,IL,YES,3.1,0.000,1.000,932.30,-1.54,21.39,3.1,932.30,0.0,0.00,0.0,6.8,4,937.09
132653,ELIZABETHTOWN 1 1,D,IL,YES,1.8,0.000,1.000,588.46,-1.53,35.28,1.8,588.46,0.0,0.00,0.0,3.7,4,591.22
132656,ELIZABETHTOWN 2 3,D,IL,YES,2.4,0.000,1.000,89.53,-1.52,18.03,2.4,89.53,0.0,-0.00,0.0,5.4,4,93.17
132657,EQUALITY 1,D,IL,YES,1.6,0.000,1.000,47.06,-1.54,9.10,1.6,47.06,0.0,0.00,0.0,3.4,4,49.52
132658,GALATIA 1,D,IL,YES,2.1,0.000,1.000,523.43,-1.53,30.00,2.1,523.43,0.0,-0.00,0.0,4.2,4,526.65
132659,GOLCONDA 1 1,D,IL,YES,1.4,0.000,1.000,109.75,-1.52,19.23,1.4,109.75,0.0,0.00,0.0,3.3,4,111.88
132660,GOLCONDA 2 1,D,IL,YES,3.1,0.000,1.000,33.77,-1.52,7.22,3.1,33.77,0.0,-0.00,0.0,7.2,4,38.49
132661,GOREVILLE 1 1,D,IL,YES,2.1,0.000,1.000,50.93,-1.51,14.63,2.1,50.93,0.0,0.00,0.0,4.9,4,54.11
132662,GOREVILLE 2 1,D,IL,YES,1.6,0.000,1.000,430.61,-1.51,30.00,1.6,430.61,0.0,0.00,0.0,3.8,4,433.03
132663,GOREVILLE 3 1,D,IL,YES,1.1,0.000,1.000,493.86,-1.51,21.36,1.1,493.86,0.0,-0.00,0.0,2.8,4,495.52
132664,GRAND CHAIN 1,D,IL,YES,2.5,0.000,1.000,1241.39,-1.51,36.98,2.5,1241.39,0.0,0.00,0.0,5.5,4,1245.16
132665,GRAND TOWER 1 1,D,IL,YES,0.6,0.000,1.000,263.92,-1.49,14.66,0.6,263.92,0.0,-0.00,0.0,1.3,4,264.82
132666,HARRISBURG 5 1,D,IL,YES,4.5,0.000,1.000,178.64,-1.54,22.45,4.5,178.64,0.0,-0.00,0.0,11.5,4,185.56
132669,HARRISBURG 6 3,D,IL,YES,4.4,0.000,1.000,444.26,-1.53,50.36,4.4,444.26,0.0,-0.00,0.0,11.6,4,451.01
132670,HARRISBURG 7 1,D,IL,YES,6.4,0.000,1.000,204.06,-1.53,18.49,6.4,204.06,0.0,0.00,0.0,15.7,4,213.89
132673,HERRIN 1 3,D,IL,YES,8.7,0.000,1.000,239.39,-1.51,30.34,8.7,239.39,0.0,-0.00,0.0,20.1,4,252.55
132676,HERRIN 2 1,D,IL,YES,6.9,0.000,1.000,244.53,-1.52,9.10,6.9,244.53,0.0,0.00,0.0,15.8,4,255.00
132677,HERRIN 3 1,D,IL,YES,5.8,0.000,1.000,1955.55,-1.52,33.92,5.8,1955.55,0.0,0.00,0.0,12.5,4,1964.40
132678,JOHNSTON CITY 1 1,D,IL,YES,2.6,0.000,1.000,1020.06,-1.52,55.26,2.6,1020.06,0.0,-0.00,0.0,6.9,4,1024.02
132679,JOHNSTON CITY 2 1,D,IL,YES,4.9,0.000,1.000,2620.60,-1.53,54.86,4.9,2620.60,0.0,0.00,0.0,10.8,4,2628.08
132680,JONESBORO 4 1,D,IL,YES,3.0,0.000,1.000,1926.97,-1.52,63.52,3.0,1926.97,0.0,0.00,0.0,7.1,4,1931.53
132681,METROPOLIS 1 1,D,IL,YES,4.4,0.000,1.000,237.79,-1.51,11.51,4.4,237.79,0.0,-0.00,0.0,11.0,4,244.45
132684,METROPOLIS 2 3,D,IL,YES,4.3,0.000,1.000,136.24,-1.51,9.10,4.3,136.24,0.0,0.00,0.0,10.4,4,142.75
132685,METROPOLIS 3 1,D,IL,YES,5.2,0.000,1.000,214.60,-1.52,27.42,5.2,214.60,0.0,0.00,0.0,10.7,4,222.51
132686,MOUNDS 1 1,D,IL,YES,1.0,0.000,1.000,292.84,-1.51,25.69,1.0,292.84,0.0,-0.00,0.0,2.2,4,294.35
132687,MURPHYSBORO 1 1,D,IL,YES,4.9,0.000,1.000,2354.45,-1.51,21.71,4.9,2354.45,0.0,0.00,0.0,10.4,4,2361.83
132688,MURPHYSBORO 2 1,D,IL,YES,4.3,0.000,1.000,55.40,-1.51,3.18,4.3,55.40,0.0,0.00,0.0,10.4,4,61.88
132689,MURPHYSBORO 3 1,D,IL,YES,4.7,0.000,1.000,73.46,-1.51,3.18,4.7,73.46,0.0,0.00,0.0,10.4,4,80.55
132690,MURPHYSBORO 4 1,D,IL,YES,4.3,0.000,1.000,85.71,-1.51,9.10,4.3,85.71,0.0,0.00,0.0,10.4,4,92.19
132691,SHAWNEETOWN 1,D,IL,YES,3.4,0.000,1.000,694.75,-1.54,26.78,3.4,694.75,0.0,-0.00,0.0,8.2,4,699.99
132692,TAMMS 1,D,IL,YES,3.5,0.000,1.000,81.69,-1.52,9.10,3.5,81.69,0.0,0.00,0.0,8.5,4,86.99
132693,VIENNA 2 1,D,IL,YES,3.0,0.000,1.000,136.27,-1.51,21.42,3.0,136.27,0.0,0.00,0.0,6.5,4,140.81
132694,VIENNA 3 1,D,IL,YES,2.2,0.000,1.000,72.23,-1.51,16.26,2.2,72.23,0.0,-0.00,0.0,4.7,4,75.56
132697,VIENNA 4 3,D,IL,YES,3.2,0.000,1.000,139.48,-1.51,12.45,3.2,139.48,0.0,-0.00,0.0,7.3,4,144.31
132698,HAMILTON 11 1,D,IL,YES,0.7,0.000,1.000,23.17,-1.46,9.10,0.7,23.17,0.0,-0.00,0.0,1.9,4,24.20
132699,PEOTONE 4 1,D,IL,YES,0.1,0.000,1.000,1.52,-1.70,3.18,0.1,1.52,0.0,0.00,0.0,0.2,4,1.69
132702,CEDAR LAKE 2 3,D,IL,YES,11.1,0.000,1.000,402.02,-1.73,9.10,11.1,402.02,0.0,-0.00,0.0,25.2,4,421.20
132703,DYER 2 1,D,IL,YES,11.2,0.000,1.000,5339.84,-1.73,39.41,11.2,5339.84,0.0,-0.00,0.0,27.8,4,5359.22
132704,DYER 3 1,D,IL,YES,6.5,0.000,1.000,213.00,-1.74,22.22,6.5,213.00,0.0,0.00,0.0,13.9,4,224.34
132705,HAMMOND 17 1,D,IL,YES,6.3,0.000,1.000,1595.01,-1.75,14.96,6.3,1595.01,0.0,0.00,0.0,15.4,4,1606.01
132706,HAMMOND 19 1,D,IL,YES,6.9,0.000,1.000,73.46,-1.75,3.18,6.9,73.46,0.0,0.00,0.0,14.3,4,85.57
132707,HAMMOND 20 1,D,IL,YES,10.3,0.000,1.000,185.54,-1.75,9.40,10.3,185.54,0.0,0.00,0.0,26.4,4,203.53
132708,WHITING 2 1,D,IL,YES,10.0,0.000,1.000,3721.19,-1.74,27.61,10.0,3721.19,0.0,-0.00,0.0,21.8,4,3738.56
140003,DANVILLE 4 3,D,IN,YES,9.8,0.000,1.000,1806.37,-1.71,29.77,9.8,1806.37,0.0,0.00,0.0,21.9,4,1823.14
140004,STEPHENSPORT 3 1,D,IN,YES,0.2,0.000,1.000,1.72,-1.71,3.66,0.2,1.72,0.0,0.00,0.0,0.4,4,2.07
140007,HENDERSON 1 3,D,IN,YES,14.3,0.000,1.000,5188.59,-1.58,43.65,14.3,5188.59,0.0,0.00,0.0,30.2,4,5211.16
140009,HENDERSON 2 2,D,IN,YES,11.8,0.000,1.000,529.27,-1.58,9.10,11.8,529.27,0.0,-0.00,0.0,30.2,4,547.95
140010,NEW CASTLE 1 1,D,IN,YES,8.5,0.000,1.000,2387.38,-2.10,32.99,8.5,2387.38,0.0,0.00,0.0,22.2,4,2405.25
140011,NEW CASTLE 2 1,D,IN,YES,8.8,0.000,1.000,292.42,-2.11,9.10,8.8,292.42,0.0,-0.00,0.0,22.3,4,310.95
140012,NEW CASTLE 3 1,D,IN,YES,10.3,0.000,1.000,249.25,-2.11,22.53,10.3,249.25,0.0,0.00,0.0,22.2,4,270.94
140015,NEW CASTLE 4 3,D,IN,YES,9.7,0.000,1.000,303.65,-2.12,9.10,9.7,303.65,0.0,-0.00,0.0,22.9,4,324.21
140016,PENNVILLE 1 1,D,IN,YES,0.6,0.000,1.000,16.67,-2.20,9.10,0.6,16.67,0.0,0.00,0.0,1.3,4,17.99
140017,PENNVILLE 2 1,D,IN,YES,0.5,0.000,1.000,14.46,-2.20,23.64,0.5,14.46,0.0,-0.00,0.0,1.3,4,15.56
140018,PENNVILLE 3 1,D,IN,YES,0.5,0.000,1.000,18.18,-2.19,30.73,0.5,18.18,0.0,0.00,0.0,1.3,4,19.27
140019,REDKEY 1 1,D,IN,YES,0.8,0.000,1.000,14.79,-2.17,5.41,0.8,14.79,0.0,0.00,0.0,2.2,4,16.52
140020,REDKEY 2 1,D,IN,YES,1.1,0.000,1.000,34.13,-2.18,19.34,1.1,34.13,0.0,0.00,0.0,2.2,4,36.53
140021,REDKEY 3 1,D,IN,YES,0.8,0.000,1.000,26.34,-2.17,9.10,0.8,26.34,0.0,0.00,0.0,2.2,4,28.08
140022,RICHMOND 1 1,D,IN,YES,10.3,0.000,1.000,97.81,-1.96,5.56,10.3,97.81,0.0,0.00,0.0,27.5,4,118.01
140025,RICHMOND 2 3,D,IN,YES,10.8,0.000,1.000,5981.74,-1.95,23.43,10.8,5981.74,0.0,0.00,0.0,27.5,4,6002.80
140026,RICHMOND 3 1,D,IN,YES,10.1,0.000,1.000,384.54,-1.97,21.14,10.1,384.54,0.0,-0.00,0.0,27.5,4,404.41
140028,RICHMOND 4 2,D,IN,YES,11.8,0.000,1.000,100.33,-1.96,5.80,11.8,100.33,0.0,0.00,0.0,27.5,4,123.45
140031,RICHMOND 5 3,D,IN,YES,12.0,0.000,1.000,1814.95,-1.96,27.00,12.0,1814.95,0.0,0.00,0.0,27.5,4,1838.49
140034,RIDGEVILLE 1 1,D,IN,YES,0.7,0.000,1.000,7.69,-2.16,6.73,0.7,7.69,0.0,0.00,0.0,2.0,4,9.20
140035,RIDGEVILLE 2 1,D,IN,YES,0.7,0.000,1.000,16.69,-2.15,3.18,0.7,16.69,0.0,0.00,0.0,2.0,4,18.20
140036,RIDGEVILLE 3 1,D,IN,YES,0.7,0.000,1.000,14.08,-2.04,9.10,0.7,14.08,0.0,0.00,0.0,2.0,4,15.51
140037,SALAMONIA 1,D,IN,YES,0.1,0.000,1.000,66.72,-2.19,62.46,0.1,66.72,0.0,0.00,0.0,0.3,4,66.94
140038,SARATOGA 1 1,D,IN,YES,0.1,0.000,1.000,4.13,-2.09,37.30,0.1,4.13,0.0,-0.00,0.0,0.3,4,4.34
140039,SARATOGA 2 1,D,IN,YES,0.0,0.000,1.000,0.00,-2.07,1520.19,0.0,0.00,0.0,0.00,0.0,0.2,4,0.00
140040,SELMA 1 1,D,IN,YES,1.1,0.000,1.000,65.15,-2.12,9.10,1.1,65.15,0.0,0.00,0.0,2.9,4,67.48
140041,SELMA 2 1,D,IN,YES,1.1,0.000,1.000,566.18,-2.11,30.00,1.1,566.18,0.0,0.00,0.0,3.0,4,568.50
140042,SELMA 3 1,D,IN,YES,1.4,0.000,1.000,56.78,-2.12,12.48,1.4,56.78,0.0,0.00,0.0,2.9,4,59.75
